species,sighting_date,dive_site,url,title,excerpt,validation,notes,N_observed
sharks,,,https://www.thesmilingseahorse.com/blog/10-remarkable-ways-scuba-diving-can-transform-your-life,the benefits of scuba diving. 10 ways it can change your life! - Diving liveaboard in Thailand and Myanmar,"ba diving offers a world of excitement. Whether it's battling a strong current, meeting a big nurse sharks sleeping in a tunnel, or exploring the mesmerizing glow of bioluminescent creatures during a blackw",not valid,,
sharks,,,https://www.thesmilingseahorse.com/blog/10-remarkable-ways-scuba-diving-can-transform-your-life,the benefits of scuba diving. 10 ways it can change your life! - Diving liveaboard in Thailand and Myanmar,"blackwater dive , scuba can deliver heart-pounding thrills alongside its calming moments. Dive with sharks is so exciting! Time to strike a pose and marvel... 10. Dive into the best addiction ever! Dive, Tr",not valid,,
eagle ray,2020-12-13,Koh Torinla,https://www.thesmilingseahorse.com/blog/10th-to-13th-of-december-a-busy-weekend-on-the-andaman-sea,10th to 13th of December: a busy weekend on the Andaman Sea - Diving liveaboard in Thailand and Myanmar,"aw Kuhl's rays playing in the sand, a massive Jenkins whiptail ray hiding under a rock, and even an eagle ray and fantail ray cruising past. There were also many cute boxfish, whip coral cowries, and garden ee",valid,,1.0
eagle ray,2020-12-13,Richelieu Rock,https://www.thesmilingseahorse.com/blog/10th-to-13th-of-december-a-busy-weekend-on-the-andaman-sea,10th to 13th of December: a busy weekend on the Andaman Sea - Diving liveaboard in Thailand and Myanmar,f to offer a little kiss to an elated diver! The icing on the cake was a quick fly by from a speedy eagle ray during the safety stop of the night dive. the reef was alive with glass fish this week Many thanks,valid,,1.0
ray,,Richelieu Rock,https://www.thesmilingseahorse.com/blog/10th-to-13th-of-december-a-busy-weekend-on-the-andaman-sea,10th to 13th of December: a busy weekend on the Andaman Sea - Diving liveaboard in Thailand and Myanmar,"king to the national park. Busy, busy! We had a lovely group of Thais and expatriates from Bangkok, Rayong and Hat Yai that were not bothered by the crowds and were mesmerized by the treasures we found. The",not valid,,
Kuhl's Ray,2020-12-12,Torinla,https://www.thesmilingseahorse.com/blog/10th-to-13th-of-december-a-busy-weekend-on-the-andaman-sea,10th to 13th of December: a busy weekend on the Andaman Sea - Diving liveaboard in Thailand and Myanmar,"name a few. ​ a curious Cuttlefish came to say hello We began the 3rd day at Torinla in a veritable ray paradise. Over the course of one dive we saw Kuhl's rays playing in the sand, a massive Jenkins whi",not valid,3+,3.0
Jenkin's Whipray,2020-12-12,Torinla,https://www.thesmilingseahorse.com/blog/10th-to-13th-of-december-a-busy-weekend-on-the-andaman-sea,10th to 13th of December: a busy weekend on the Andaman Sea - Diving liveaboard in Thailand and Myanmar,"began the 3rd day at Torinla in a veritable ray paradise. Over the course of one dive we saw Kuhl's rays playing in the sand, a massive Jenkins whiptail ray hiding under a rock, and even an eagle ray and",valid,,1.0
Blotched Fantail Ray,2020-12-12,Torinla,https://www.thesmilingseahorse.com/blog/10th-to-13th-of-december-a-busy-weekend-on-the-andaman-sea,10th to 13th of December: a busy weekend on the Andaman Sea - Diving liveaboard in Thailand and Myanmar,"ise. Over the course of one dive we saw Kuhl's rays playing in the sand, a massive Jenkins whiptail ray hiding under a rock, and even an eagle ray and fantail ray cruising past. There were also many cute",valid,,1.0
Blotched Fantail Ray,2020-12-12,Torinla,https://www.thesmilingseahorse.com/blog/10th-to-13th-of-december-a-busy-weekend-on-the-andaman-sea,10th to 13th of December: a busy weekend on the Andaman Sea - Diving liveaboard in Thailand and Myanmar,"l's rays playing in the sand, a massive Jenkins whiptail ray hiding under a rock, and even an eagle ray and fantail ray cruising past. There were also many cute boxfish, whip coral cowries, and garden ee",not valid,,1.0
Blotched Fantail Ray,2020-12-12,Torinla,https://www.thesmilingseahorse.com/blog/10th-to-13th-of-december-a-busy-weekend-on-the-andaman-sea,10th to 13th of December: a busy weekend on the Andaman Sea - Diving liveaboard in Thailand and Myanmar,"in the sand, a massive Jenkins whiptail ray hiding under a rock, and even an eagle ray and fantail ray cruising past. There were also many cute boxfish, whip coral cowries, and garden eels shyly poking",not valid,,1.0
Jenkin's Whipray,2020-12-12,Torinla,https://www.thesmilingseahorse.com/blog/10th-to-13th-of-december-a-busy-weekend-on-the-andaman-sea,10th to 13th of December: a busy weekend on the Andaman Sea - Diving liveaboard in Thailand and Myanmar,and garden eels shyly poking their heads up when they thought no one was watching. Jenkin whiptail ray hiding under a rock We had such a lovely group of thai divers this week On our surface interval we,valid,,1.0
ray,,Richelieu Rock,https://www.thesmilingseahorse.com/blog/10th-to-13th-of-december-a-busy-weekend-on-the-andaman-sea,10th to 13th of December: a busy weekend on the Andaman Sea - Diving liveaboard in Thailand and Myanmar,ffer a little kiss to an elated diver! The icing on the cake was a quick fly by from a speedy eagle ray during the safety stop of the night dive. the reef was alive with glass fish this week Many thanks,not valid,,
rays,,Richelieu Rock,https://www.thesmilingseahorse.com/blog/10th-to-13th-of-december-a-busy-weekend-on-the-andaman-sea,10th to 13th of December: a busy weekend on the Andaman Sea - Diving liveaboard in Thailand and Myanmar,"began the 3rd day at Torinla in a veritable ray paradise. Over the course of one dive we saw Kuhl's rays playing in the sand, a massive Jenkins whiptail ray hiding under a rock, and even an eagle ray and",not valid,,
manta,,,https://www.thesmilingseahorse.com/blog/12-blogs-every-underwater-photographer-should-follow-to-get-inspired,best blogs underwater photographer - Diving liveaboard in Thailand and Myanmar,"in their natural environment in a manner which seeks to connect audiences with the environment. 10. Manta dive https://manta-dive.com/blog​ Manta Gili Air is run by Jon and Alex, who are both highly experi",not valid,,
manta,,,https://www.thesmilingseahorse.com/blog/12-blogs-every-underwater-photographer-should-follow-to-get-inspired,best blogs underwater photographer - Diving liveaboard in Thailand and Myanmar,"vironment in a manner which seeks to connect audiences with the environment. 10. Manta dive https://manta-dive.com/blog​ Manta Gili Air is run by Jon and Alex, who are both highly experienced dive instruct",not valid,,
manta,,,https://www.thesmilingseahorse.com/blog/12-blogs-every-underwater-photographer-should-follow-to-get-inspired,best blogs underwater photographer - Diving liveaboard in Thailand and Myanmar,"which seeks to connect audiences with the environment. 10. Manta dive https://manta-dive.com/blog​ Manta Gili Air is run by Jon and Alex, who are both highly experienced dive instructors and dive shop Man",not valid,,
manta,,Richelieu Rock,https://www.thesmilingseahorse.com/blog/12th-april-2022-lots-of-discoveries-in-splendid-sea-beds,Lipe to Richelieu Rock and a world of colors - Diving liveaboard in Thailand and Myanmar,"022 : A world in colours between Lipe and Richelieu Rock 27/4/2022 0 Comments Baby Eagle Ray, Giant Manta ray, Whale shark, turtles... : a cruise full of good surprises It is with great excitement that we",not valid,,
Oceanic Manta,2022-04-17,Koh Bon,https://www.thesmilingseahorse.com/blog/12th-april-2022-lots-of-discoveries-in-splendid-sea-beds,Lipe to Richelieu Rock and a world of colors - Diving liveaboard in Thailand and Myanmar,e barrel sponge ;) 3rd and 4th dive are planned to be at Koh Bon where we had the pleasure to see 1 manta on the first day and a whale shark the following morning. As well as this exquisite baby Eagle Ray!,valid,,1.0
eagle ray,2022-04-17,Koh Bon,https://www.thesmilingseahorse.com/blog/12th-april-2022-lots-of-discoveries-in-splendid-sea-beds,Lipe to Richelieu Rock and a world of colors - Diving liveaboard in Thailand and Myanmar,"land 12th april 2022 : A world in colours between Lipe and Richelieu Rock 27/4/2022 0 Comments Baby Eagle Ray, Giant Manta ray, Whale shark, turtles... : a cruise full of good surprises It is with great excite",not valid,,1.0
eagle ray,2022-04-17,Koh Bon,https://www.thesmilingseahorse.com/blog/12th-april-2022-lots-of-discoveries-in-splendid-sea-beds,Lipe to Richelieu Rock and a world of colors - Diving liveaboard in Thailand and Myanmar,ee 1 manta on the first day and a whale shark the following morning. As well as this exquisite baby Eagle Ray! don't you just love this cute smile? This week was particularly busy because of Songkran holidays,valid,,1.0
ray,,Richelieu Rock,https://www.thesmilingseahorse.com/blog/12th-april-2022-lots-of-discoveries-in-splendid-sea-beds,Lipe to Richelieu Rock and a world of colors - Diving liveaboard in Thailand and Myanmar,"2th april 2022 : A world in colours between Lipe and Richelieu Rock 27/4/2022 0 Comments Baby Eagle Ray, Giant Manta ray, Whale shark, turtles... : a cruise full of good surprises It is with great excite",not valid,,
ray,,Richelieu Rock,https://www.thesmilingseahorse.com/blog/12th-april-2022-lots-of-discoveries-in-splendid-sea-beds,Lipe to Richelieu Rock and a world of colors - Diving liveaboard in Thailand and Myanmar,"A world in colours between Lipe and Richelieu Rock 27/4/2022 0 Comments Baby Eagle Ray, Giant Manta ray, Whale shark, turtles... : a cruise full of good surprises It is with great excitement that we star",not valid,,
ray,,Richelieu Rock,https://www.thesmilingseahorse.com/blog/12th-april-2022-lots-of-discoveries-in-splendid-sea-beds,Lipe to Richelieu Rock and a world of colors - Diving liveaboard in Thailand and Myanmar,anta on the first day and a whale shark the following morning. As well as this exquisite baby Eagle Ray! don't you just love this cute smile? This week was particularly busy because of Songkran holidays,not valid,,
shark,,Richelieu Rock,https://www.thesmilingseahorse.com/blog/12th-april-2022-lots-of-discoveries-in-splendid-sea-beds,Lipe to Richelieu Rock and a world of colors - Diving liveaboard in Thailand and Myanmar,"colours between Lipe and Richelieu Rock 27/4/2022 0 Comments Baby Eagle Ray, Giant Manta ray, Whale shark, turtles... : a cruise full of good surprises It is with great excitement that we started this trip",not valid,,
shark,,Richelieu Rock,https://www.thesmilingseahorse.com/blog/12th-april-2022-lots-of-discoveries-in-splendid-sea-beds,Lipe to Richelieu Rock and a world of colors - Diving liveaboard in Thailand and Myanmar,"veryone on board was game to try, so we finally had it and what a fun experience! We didn’t see the sharks we were hoping for but we still had a nice Wahoo and giant barracudas visiting us and were surround",not valid,,
shark,,Richelieu Rock,https://www.thesmilingseahorse.com/blog/12th-april-2022-lots-of-discoveries-in-splendid-sea-beds,Lipe to Richelieu Rock and a world of colors - Diving liveaboard in Thailand and Myanmar,"iant barracudas visiting us and were surrounded by thousands of surreal jellyfish! Next dive was at shark fin reef, where 2 turtles and a big school of barracuda came un front of the lense. We carry on our",not valid,,
Whale Shark,2022-04-18,Koh Bon,https://www.thesmilingseahorse.com/blog/12th-april-2022-lots-of-discoveries-in-splendid-sea-beds,Lipe to Richelieu Rock and a world of colors - Diving liveaboard in Thailand and Myanmar,are planned to be at Koh Bon where we had the pleasure to see 1 manta on the first day and a whale shark the following morning. As well as this exquisite baby Eagle Ray! don't you just love this cute smil,valid,,1.0
shark,,Richelieu Rock,https://www.thesmilingseahorse.com/blog/12th-april-2022-lots-of-discoveries-in-splendid-sea-beds,Lipe to Richelieu Rock and a world of colors - Diving liveaboard in Thailand and Myanmar,"the other boats! And we had it all to ourselves until the end of the cruise! That's when the whale shark paid us a visit! The next 2 dives were at Koh Tachai Pinnacle, and we marvelled in front of the jac",not valid,,
whale shark,,Richelieu Rock,https://www.thesmilingseahorse.com/blog/12th-april-2022-lots-of-discoveries-in-splendid-sea-beds,Lipe to Richelieu Rock and a world of colors - Diving liveaboard in Thailand and Myanmar,"ld in colours between Lipe and Richelieu Rock 27/4/2022 0 Comments Baby Eagle Ray, Giant Manta ray, Whale shark, turtles... : a cruise full of good surprises It is with great excitement that we started this trip",not valid,,
whale shark,,Richelieu Rock,https://www.thesmilingseahorse.com/blog/12th-april-2022-lots-of-discoveries-in-splendid-sea-beds,Lipe to Richelieu Rock and a world of colors - Diving liveaboard in Thailand and Myanmar,h dive are planned to be at Koh Bon where we had the pleasure to see 1 manta on the first day and a whale shark the following morning. As well as this exquisite baby Eagle Ray! don't you just love this cute smil,not valid,,
